"","Hospital","Specialty","Rotation","Overall","R1","R2","R3","R4","Workload","Stress","Independence","Support","Daytime_workload","Call_workload","Lone_call","Post_call_half","Long_short_call","Call_room","Quarters","AL","Compensatory_leave","Interview","Leave_comments","Work_comments","Comments1","Comments2","class","Comments3","Education","ro"
"1645","QMH","SUR",3,3,4,4,3,3,3,3,3,4,3,3,"No","No","No","No",2,"Allow arrangement among HO","Allow arrangement among HO","Allow arrangement among HO","the leave arrangement is really good, can compromise among same cluster, can take compen when ppl can cover ur duty, not fixed","basically
+ve: 
- jobsheets and brainless job all default done by nurse and most are really competent, ecg in cert ppl done by them too
- no need compul round/follow round except when u're in hbp team
- no need compul go ot but they encourage u go >/=2 times

-ve: 
- negotiate scan, eg. escort plain ct brain form from 17 floor to 1/F of another block at 4am (....)
- compul setting drips (cos every patient comes in need drip), and in the middle of the night if drip out and they need antibiotics, u have no excuse not to go (this is really very shit)
- allll blood cultres and t&s done by doctors","not as bad as exepceted, if no compul drip setting, will be one of the heavens
sometimes can be wested by some ACs, but others r gd","if can choose other hosp then choose
if cannot then its still fine if u ended up in qmh","M21",NA,4,"SUR QMH"
"1646","PYNEH","SUR-ENT",1,5,5,5,4,4,3,3,2,4,4,4,"No","No","No","Yes",4,"Allow arrangement among HO","Allow arrangement among HO","Need to take official Leave",NA,NA,"Good bundled rotation. PY SUR is not that bad, nurses are mostly friendly, and some teams are actually quite good for workload and learning opportunities.",NA,"M21",NA,4,"SUR-ENT PYNEH"
"1647","QEH","SUR-ENT",2,5,5,5,5,5,1,2,3,5,2,2,"Yes","Yes","No","Yes",4,"Allow arrangement among HO","Assigned by Department","Allow arrangement among HO",NA,"Not many bloods to take
No need to set drip unless really urgent","Can learn more of what it is like to be an ENT dr 
More like a 6-week attachment than internship 
Rehab rotation for HO 
Chances to do bedside procedures e.g. FL, rigid endoscopy, suturing, ITS..",NA,"M21",NA,4,"SUR-ENT QEH"
"1648","AHNH","MED",2,3,3,3,2,2,5,4,3,3,4,5,"Yes","Yes","Yes","Yes",4,"Allow arrangement among HO","Allow arrangement among HO","Allow arrangement among HO","5 authorized releases for interview, need apply beforehand","Your duty is mainly clerical work and blood taking","Can learn a bit of how to round if you are keen to follow your mentor. If not following round, can start working at 11am usually except for some wards. Nurses in some wards are annoying af. On call is chur coz they will call you for chut jobsheet for every case admitted. Some MOs are quite west and will scold for moliu stuff. No wifi in call room or houseman quarters mean that you cannot use your ipad in bed, so you need to get out of bed around q15mins",NA,"M22",NA,3,"MED AHNH"
"1649","AHNH","MED",2,2,1,1,1,1,5,4,1,3,5,5,"Yes","Yes","Yes","Yes",2,"Allow arrangement among HO","Allow arrangement among HO","Allow arrangement among HO","This is the best thing in ahnh med: high independence for taking leave as long as u HO 有交帶 ppl help u cover wards","Blood cultures during on call time will drive u insane.","Bad","No educational quality due to overprotective atmosphere towards HOs. I have seen many bone nature exam but MOs still wouldn't let me do it myself.","M22",NA,1,"MED AHNH"
"1650","AHNH","MED",2,1,1,1,1,1,5,5,3,2,5,5,"Yes","Yes","Yes","No",4,"Allow arrangement among HO","Allow arrangement among HO","Need to take official Leave",NA,NA,"Chur as fucked, no matter day duty or on call, 2hr sleep already a blessing, day duty overtime to 7pm is common ; need yourself to find HO to cover your ward if you not available, inducing hatred among us given that day duty workload already heavy ; intern coordinator very non-supportive and lack empathy, evaluation shit as hell, affect job hunting ; minimal learning ; most MO friendly, nurses west",NA,"M22",NA,2,"MED AHNH"
"1651","AHNH","MED",3,2,2,2,1,1,5,5,3,5,5,5,"Yes","Yes","Yes","Yes",2,"Allow arrangement among HO","Allow arrangement among HO","Need to take official Leave","Secretary is new to work who require A LOT of assistance:)","Need to do day ward admission/ discharge and clinical admissions, i e. Consents and T&S","NO LIFE during that 3 months, short call dun count as a call, TOTALLY not recommended for winter surge periods, will do blood culture and T&S till death as MOs have low threshold for blood culture, u will be too busy for any educational activities","Only good thing is that the MOs are VERY NICE overall and dun mind you calling for stupid stuff
Short call only till 9PM which not really helping when ward duties ends at 6PM
Nurses NOT COMPETENT and always calling
MANY UNNECESSARY CLERICAL WORK 
Feeling like Ntec 血姑 and 高級文員","M22",NA,2,"MED AHNH"
"1652","AHNH","MED",1,4,3,3,2,2,4,2,2,4,4,5,"Yes","Yes","Yes","Yes",5,"Allow arrangement among HO","Allow arrangement among HO",NA,NA,NA,"Workload can be pretty heavy especially during on-call since lone call and nurses won’t help you with hw/job sheets. Plus there are often lots of bloods!! But people (both MOs and nurses) are very nice in general. Phlebotomists are also very capable (vs some other hospitals, nurses always call you for 困難豆/困難血 cuz 血姑 can’t do their job lol) 
Another good thing about ahnh is that MOs don’t pressurise you to go on morning rounds/do procedures but are more than happy to teach you, so you get to decide how much effort you want to pay/how much you want to learn.
Overall, wouldn’t say this was a particularly relaxing rotation, but I thoroughly enjoyed my time there during rot 1 and would say it’s a rotation that will equip you well to get through the remaining rotations.",NA,"M22",NA,3,"MED AHNH"
"1653","AHNH","MED",3,3,2,2,3,3,4,4,4,5,3,4,"Yes","Yes","Yes","Yes",2,"Allow arrangement among HO","Allow arrangement among HO","Allow arrangement among HO",NA,NA,"Some nurse west, MO nice",NA,"M22",NA,4,"MED AHNH"
"1654","AHNH","MED",4,2,3,3,2,1,3,2,4,1,2,5,"Yes","Yes","Yes","Yes",3,"Allow arrangement among HO","Allow arrangement among HO","Need to take official Leave",NA,NA,"Working as phlebotomist basically",NA,"M22",NA,2,"MED AHNH"
"1655","AHNH","MED",2,1,1,1,1,1,5,4,4,2,5,5,"Yes","Yes","Yes","No",4,"Allow arrangement among HO","Allow arrangement among HO","Need to take official Leave",NA,NA,"Low educational value in general 
Basically a phlebotomist during on call hours 
Nonstop taking blood culture ABG for the whole night+handling ward complaints 
Very chur and heavy workload with postcall+AL, 3 wards per person during daytime can drive you crazy with some nurses non stop calling you for homework","Most terrible rotation","M22",NA,1,"MED AHNH"
"1656","AHNH","MED",3,2,2,2,2,2,4,4,2,2,4,5,"Yes","Yes","Yes","No",2,"Allow arrangement among HO","Allow arrangement among HO","Allow arrangement among HO",NA,NA,"Environment not nice cuz no HO room, cannot gather",NA,"M22",NA,2,"MED AHNH"
"1657","CMC","MED",3,4,4,4,3,3,3,3,3,4,3,3,"No","Yes","No","Yes",3,"Allow arrangement among HO","Assigned by Department","Allow arrangement among HO","Flexible leave arrangement as long as supervisors are well informed",NA,"Good educational value with nice and supportive MOs and seniors, MOs will treat dinner during calls and most are really willing to teach; overall workload quite reasonable","One of the chillest place for a medical rotation:) also a good place to learn procedures for keen beans and good training for MO if interested in medical","M22",NA,4,"MED CMC"
"1658","CMC","MED",2,4,5,5,4,4,4,1,5,5,3,5,"No","Yes","No","Yes",4,"Allow arrangement among HO","Assigned by Department","Allow arrangement among HO","AL must be one whole week, can choose which week
No need take leave for interview","Only ~10% of time spent on clerical work (only need to book imaging and write referrals), majority of time spent handling ward complaints
Job sheets by clerk before 10PM
Nurse can take T&S!!! only need take ABGs
Phlebotomist and nurse are very good at setting hep block, if both fail they might ask you to try setting neck block, which is a useful skill to learn
Many prodcedures (chest tap, abd tap, knee tap, etc) - MO teach for the first few weeks, then expect interns to teach each other","Very high educational value, feels like being a doctor instead of a clerk / phlebotomist.
Calls quite chur, usually have several desat/ lum BP etc urgent cases on your to-do list at the same time. Will become very competent in managing basic medical emergencies that you will see in most specialities even if you don't want to enter med.
Friendly and supportive seniors.
Nurses are highly variable in competence (esp overflow & rehab wards), but vast majority are at least friendly and respectful","If you don't want to become med MO but want become competent in the basics: highly recommend, you just have to be ready to chur 盡 for 3 months.
If you want to become med MO: still highly recommend, but be aware that if you become MO here, the workload is really quite heavy. MOs average have 20something-30 cases to round each morning. Even ACs don't have time for lunch sometimes. Upsides: very strong teaching culture, ACs round with MOs and teach them the way MOs teach HOs. Their management is quite evidence based and proper. Long-short call for MOs is quite nice.","M22",NA,5,"MED CMC"
"1659","CMC","MED",1,4,3,3,3,3,5,4,5,4,4,5,"No","Yes","No","Yes",3,"Assigned by Department","Allow arrangement among HO","Allow arrangement among HO",NA,NA,"Patient load huge, most cases is pretty lump. It's very hectic for the first rotation, but it trains Ur EQ and stress coping very well. No need to do many clerical job, no need blood taking except ABG,many procedures and ward complains. Overall, recommend to ppl who want to challenge yourself, will become very competent after 1 rotation. But can also be pretty traumatizing. 3d1c, many many calls, good luck.",NA,"M22",NA,5,"MED CMC"
"1660","CMC","MED",2,5,4,5,4,4,5,5,4,5,4,5,"No","Yes","No","Yes",3,"Allow arrangement among HO","Assigned by Department","Allow arrangement among HO",NA,NA,"Very educational, nice and supportive senior and nurse, good place to learn procedures",NA,"M22",NA,5,"MED CMC"
"1661","CMC","MED",2,4,4,4,3,3,4,2,4,5,4,5,"No","Yes","No","Yes",2,"Assigned by Department","Assigned by Department","Allow arrangement among HO",NA,NA,"1. 3 days 1 call (paired call) really tiring as even if you don’t need to leave the call room, you will be waken up by nurse every few minutes for insignificant stuff; at least have post call half tho
2. Patients in general are not in the best condition (many comorbidities) but also not the worst/unstable compared with other hospitals 
3. A lot of opportunities for bedside procedures (e.g skin biopsy, chest tapping, abdominal tapping, bone marrow examination etc), MO are willing to teach and expects you to be able to do it confidently afterwards
4. No need to do a lot of stupid stuff like job sheets (only need to do imaging/consults), blood taking (not even T&S/blood culture; just ABG), no need write d/c summary, negotiate urgent scans, set block etc so a lot of the time is handling ward complaints and screening lab results (and abgs)
5. A lot of freedom for houseman to deal with clinical problems, yet very supportive/friendly if you ask/call MO (won’t be scold) when unsure
6. Will occ have feedback but MOs attitudes are nice so no need to worry too much
7. Nurses in general are helpful and nice (male wards usually better because of sirs)","Medical rotation itself is the most demanding out of all rotations regardless of wherever you are. I was also really stressed when I first started medical rotation and couldn’t have time to eat lunch/dinner. As you work, you will be able to prioritize the urgent and non-urgent stuff and find time to have lunch/dinner and chill in the call room with your colleagues. Not the best medical rotation if you want to “hea” but I would recommend CMC medical regardless if you are keen for medical or not, if you can accept 3 days 1 call.","M22",NA,5,"MED CMC"
"1662","CMC","MED",3,4,4,3,4,2,4,5,5,4,5,4,"No","Yes","No","Yes",3,"Allow arrangement among HO","Assigned by Department","Allow arrangement among HO",NA,"Excellent blood gu service, doesnt even need to draw T&S!!!","If u can accept 3d1c, then u'll be ok in cmc","Supportive and nice seniors! Excellent blood gu!","M22",NA,5,"MED CMC"
